"","razao_social","nome_fantasia","situacao_cadastral","descricao_tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","codigo_municipio","municipio","codigo_natureza_juridica","cnpj","tipo","endereco","localizacao","lat","lon"
"333","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","GUILHERME COTCHING","1472","","VILA MARIA","02113012","SP","7107","SAO PAULO","2046","47960950053160","MAGAZINE LUIZA","AVENIDA GUILHERME COTCHING","SP, SAO PAULO, VILA MARIA, AVENIDA GUILHERME COTCHING, MAGAZINE LUIZA S/A",-23.516824,-46.5880844
"334","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","DOUTOR FRANCISCO MESQUITA","1000","LOJA  S","VILA PRUDENTE","03153001","SP","7107","SAO PAULO","2046","47960950053241","MAGAZINE LUIZA","AVENIDA DOUTOR FRANCISCO MESQUITA","SP, SAO PAULO, VILA PRUDENTE, AVENIDA DOUTOR FRANCISCO MESQUITA, MAGAZINE LUIZA S/A",-23.5939584,-46.5852388
"335","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","RUA","MANOEL COELHO","300","","CENTRO","09510100","SP","7077","SAO CAETANO DO SUL","2046","47960950053403","MAGAZINE LUIZA","RUA MANOEL COELHO","SP, SAO CAETANO DO SUL, CENTRO, RUA MANOEL COELHO, MAGAZINE LUIZA S/A",-23.6122842,-46.5726378
"336","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","DIREITA","231","","SE","01002001","SP","7107","SAO PAULO","2046","47960950053594","MAGAZINE LUIZA","RUA DIREITA","SP, SAO PAULO, SE, RUA DIREITA, MAGAZINE LUIZA S/A",-23.520028,-46.6134024
"337","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","MARECHAL DEODORO","952","E 944","CENTRO","09710001","SP","7075","SAO BERNARDO DO CAMPO","2046","47960950053675","MAGAZINE LUIZA","RUA MARECHAL DEODORO","SP, SAO BERNARDO DO CAMPO, CENTRO, RUA MARECHAL DEODORO, MAGAZINE LUIZA S/A",-23.7064778,-46.5513031
"338","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","SENADOR TEOTONIO VILELA","1217","","CIDADE DUTRA","04801010","SP","7107","SAO PAULO","2046","47960950053918","MAGAZINE LUIZA","AVENIDA SENADOR TEOTONIO VILELA","SP, SAO PAULO, CIDADE DUTRA, AVENIDA SENADOR TEOTONIO VILELA, MAGAZINE LUIZA S/A",-23.712177,-46.698493
"339","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","ESTRADA","DE ITAPECERICA","3987","","VILA MARACANA","05835005","SP","7107","SAO PAULO","2046","47960950054051","MAGAZINE LUIZA","ESTRADA DE ITAPECERICA","SP, SAO PAULO, VILA MARACANA, ESTRADA DE ITAPECERICA, MAGAZINE LUIZA S/A",-23.6595722,-46.7660374
"340","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","PROFESSOR CELESTINO BOURROUL","858","","LIMAO","02710001","SP","7107","SAO PAULO","2046","47960950054132","MAGAZINE LUIZA","AVENIDA PROFESSOR CELESTINO BOURROUL","SP, SAO PAULO, LIMAO, AVENIDA PROFESSOR CELESTINO BOURROUL, MAGAZINE LUIZA S/A",-23.5062992,-46.6728348
"341","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","08","RUA","JOAQUIM NABUCO","71","","BROOKLYN PAULISTA","04621000","SP","7107","SAO PAULO","2046","47960950054213","MAGAZINE LUIZA","RUA JOAQUIM NABUCO","SP, SAO PAULO, BROOKLYN PAULISTA, RUA JOAQUIM NABUCO, MAGAZINE LUIZA S/A",-23.6231794,-46.6846441
"342","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","08","AVENIDA","REGENTE FEIJO","1739","SHOPPING CENTER           ANALIA FRANCO","VILA REGENTE FEIJO","03342900","SP","7107","SAO PAULO","2046","47960950054566","MAGAZINE LUIZA","AVENIDA REGENTE FEIJO","SP, SAO PAULO, VILA REGENTE FEIJO, AVENIDA REGENTE FEIJO, MAGAZINE LUIZA S/A",-23.5675522,-46.5426904
"343","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","DOUTOR JOAO RIBEIRO","304","LOJA  2123 E 2130               SHOPPING CENTER           PENHA","PENHA DE FRANCA","03634000","SP","7107","SAO PAULO","2046","47960950054647","MAGAZINE LUIZA","RUA DOUTOR JOAO RIBEIRO","SP, SAO PAULO, PENHA DE FRANCA, RUA DOUTOR JOAO RIBEIRO, MAGAZINE LUIZA S/A",-23.5252606,-46.5468997
"344","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","MACIEL MONTEIRO","278","","VILA SANTA TERESA (ZONA LESTE)","03566000","SP","7107","SAO PAULO","2046","47960950054728","MAGAZINE LUIZA","RUA MACIEL MONTEIRO","SP, SAO PAULO, VILA SANTA TERESA (ZONA LESTE), RUA MACIEL MONTEIRO, MAGAZINE LUIZA S/A",-23.5381522,-46.4906575
"345","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","RUA","TUIUTI","2230","","TATUAPE","03307012","SP","7107","SAO PAULO","2046","47960950054809","MAGAZINE LUIZA","RUA TUIUTI","SP, SAO PAULO, TATUAPE, RUA TUIUTI, MAGAZINE LUIZA S/A",-23.5451092,-46.5745878
"346","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","JOSE PINHEIRO BORGES","S/N","LOJA  211 E 212                 SHOPPING                  METRO ITAQUERA","ITAQUERA","08220900","SP","7107","SAO PAULO","2046","47960950054990","MAGAZINE LUIZA","AVENIDA JOSE PINHEIRO BORGES","SP, SAO PAULO, ITAQUERA, AVENIDA JOSE PINHEIRO BORGES, MAGAZINE LUIZA S/A",-23.5404253,-46.4702907
"347","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","GOVERNADOR MARIO COVAS JUNIOR (VL F N MORELLI)","01","LOJA A-157                MAUA PLAZA SHOPPING       VL FAUSTO N MORELLI","CENTRO","09390040","SP","6689","MAUA","2046","47960950055023","MAGAZINE LUIZA","AVENIDA GOVERNADOR MARIO COVAS JUNIOR (VL F N MORELLI)","SP, MAUA, CENTRO, AVENIDA GOVERNADOR MARIO COVAS JUNIOR (VL F N MORELLI), MAGAZINE LUIZA S/A",-23.6670687,-46.4597816
"348","MAGAZINE LUIZA S/A","MAGAZINE LUZA","02","RUA","MANOEL DA NOBREGA","712","SHOPPING PRACA DA         MOCA                LOJA  204/205","CENTRO","09910720","SP","6377","DIADEMA","2046","47960950056003","MAGAZINE LUIZA","RUA MANOEL DA NOBREGA","SP, DIADEMA, CENTRO, RUA MANOEL DA NOBREGA, MAGAZINE LUIZA S/A",-23.6916005,-46.6233279
"349","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","CRUZEIRO DO SUL","1100","LOJA  2031","CANINDE","03033020","SP","7107","SAO PAULO","2046","47960950056429","MAGAZINE LUIZA","AVENIDA CRUZEIRO DO SUL","SP, SAO PAULO, CANINDE, AVENIDA CRUZEIRO DO SUL, MAGAZINE LUIZA S/A",-23.5221449,-46.62371
"350","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","PARADA PINTO","2262","LOJA  214                       PISO 2","VILA NOVA CACHOEIRINHA","02611001","SP","7107","SAO PAULO","2046","47960950056500","MAGAZINE LUIZA","AVENIDA PARADA PINTO","SP, SAO PAULO, VILA NOVA CACHOEIRINHA, AVENIDA PARADA PINTO, MAGAZINE LUIZA S/A",-23.4738762,-46.6674847
"351","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","08","RUA","AMADOR BUENO","219","LOJA  10408","SANTO AMARO","04752900","SP","7107","SAO PAULO","2046","47960950056690","MAGAZINE LUIZA","RUA AMADOR BUENO","SP, SAO PAULO, SANTO AMARO, RUA AMADOR BUENO, MAGAZINE LUIZA S/A",-23.6527523,-46.7068986
"352","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","AMAZONAS DA SILVA","27","ANDAR 1 E 2","VILA GUILHERME","02051000","SP","7107","SAO PAULO","2046","47960950056852","MAGAZINE LUIZA","RUA AMAZONAS DA SILVA","SP, SAO PAULO, VILA GUILHERME, RUA AMAZONAS DA SILVA, MAGAZINE LUIZA S/A",-23.520028,-46.6134024
"353","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","ESTRADA","DO CAMPO LIMPO","4438","","PIRAJUSSARA","05787000","SP","7107","SAO PAULO","2046","47960950057077","MAGAZINE LUIZA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, PIRAJUSSARA, ESTRADA DO CAMPO LIMPO, MAGAZINE LUIZA S/A",-23.6254784,-46.7650553
"354","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","PARANAGUA","1783","","ERMELINO MATARAZZO","03806010","SP","7107","SAO PAULO","2046","47960950057662","MAGAZINE LUIZA","AVENIDA PARANAGUA","SP, SAO PAULO, ERMELINO MATARAZZO, AVENIDA PARANAGUA, MAGAZINE LUIZA S/A",-23.4904412,-46.4793094
"355","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","NOSSA SENHORA DA LAPA","112","120-128-130-134-138       RUA CLEMENTE ALVARES      26","LAPA","05074050","SP","7107","SAO PAULO","2046","47960950057743","MAGAZINE LUIZA","RUA NOSSA SENHORA DA LAPA","SP, SAO PAULO, LAPA, RUA NOSSA SENHORA DA LAPA, MAGAZINE LUIZA S/A",-23.5210827,-46.7029787
"356","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","AMAZONAS","27","TERREO","VILA GUILHERME","02051000","SP","7107","SAO PAULO","2046","47960950057824","MAGAZINE LUIZA","RUA AMAZONAS","SP, SAO PAULO, VILA GUILHERME, RUA AMAZONAS, MAGAZINE LUIZA S/A",-23.520028,-46.6134024
"357","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","RODOVIA","RAPOSO TAVARES","S/N","KM    14,5 SUC 2001","JARDIM BELA VISTA","05576100","SP","7107","SAO PAULO","2046","47960950058049","MAGAZINE LUIZA","RODOVIA RAPOSO TAVARES","SP, SAO PAULO, JARDIM BELA VISTA, RODOVIA RAPOSO TAVARES, MAGAZINE LUIZA S/A",-23.587723,-46.750992
"358","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","INTERLAGOS","2255","ARCO N.147-A","SANTO AMARO","04661903","SP","7107","SAO PAULO","2046","47960950058120","MAGAZINE LUIZA","AVENIDA INTERLAGOS","SP, SAO PAULO, SANTO AMARO, AVENIDA INTERLAGOS, MAGAZINE LUIZA S/A",-23.6746489,-46.677695
"359","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","ESTRADA","DO LAGEADO VELHO","821","E 861","LAGEADO","08451000","SP","7107","SAO PAULO","2046","47960950058200","MAGAZINE LUIZA","ESTRADA DO LAGEADO VELHO","SP, SAO PAULO, LAGEADO, ESTRADA DO LAGEADO VELHO, MAGAZINE LUIZA S/A",-23.5351212,-46.4017597
"360","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","ESTRADA","M' BOI MIRIM","930","","PIRAPORINHA","04905000","SP","7107","SAO PAULO","2046","47960950058472","MAGAZINE LUIZA","ESTRADA M' BOI MIRIM","SP, SAO PAULO, PIRAPORINHA, ESTRADA M' BOI MIRIM, MAGAZINE LUIZA S/A",-23.6716634,-46.7419786
"361","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","COMENDADOR SANT'ANNA","679","","CAPAO REDONDO","05866000","SP","7107","SAO PAULO","2046","47960950058634","MAGAZINE LUIZA","RUA COMENDADOR SANT'ANNA","SP, SAO PAULO, CAPAO REDONDO, RUA COMENDADOR SANT'ANNA, MAGAZINE LUIZA S/A",-23.6729056,-46.7730177
"362","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","NACOES UNIDAS","22540","SHOP SP MARKET U AC6","JURUBATUBA","04795000","SP","7107","SAO PAULO","2046","47960950059010","MAGAZINE LUIZA","AVENIDA NACOES UNIDAS","SP, SAO PAULO, JURUBATUBA, AVENIDA NACOES UNIDAS, MAGAZINE LUIZA S/A",-23.6780005,-46.6983369
"363","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","ANTARTICA","380","SHOP WEST PLAZA           PISO TERREO BLOCO A       ARCOS 1126C, 1126D        1127 E 1128","AGUA BRANCA","05003020","SP","7107","SAO PAULO","2046","47960950059100","MAGAZINE LUIZA","AVENIDA ANTARTICA","SP, SAO PAULO, AGUA BRANCA, AVENIDA ANTARTICA, MAGAZINE LUIZA S/A",-23.5277104,-46.675458
"364","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA","400","LUC 2031","ALDEIA","06440180","SP","6213","BARUERI","2046","47960950059444","MAGAZINE LUIZA","RUA GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA","SP, BARUERI, ALDEIA, RUA GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA, MAGAZINE LUIZA S/A",-23.5163178,-46.8555254
"365","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","DOZE DE OUTUBRO","357","","LAPA","05073001","SP","7107","SAO PAULO","2046","47960950063980","MAGAZINE LUIZA","RUA DOZE DE OUTUBRO","SP, SAO PAULO, LAPA, RUA DOZE DE OUTUBRO, MAGAZINE LUIZA S/A",-23.5212696,-46.7044456
"366","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","RUA","GENERAL GLICERIO","289","297","CENTRO","09015190","SP","7057","SANTO ANDRE","2046","47960950067463","MAGAZINE LUIZA","RUA GENERAL GLICERIO","SP, SANTO ANDRE, CENTRO, RUA GENERAL GLICERIO, MAGAZINE LUIZA S/A",-23.6544907,-46.5275914
"367","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","02","AVENIDA","MARECHAL TITO","721","","SAO MIGUEL PAULISTA","08010090","SP","7107","SAO PAULO","2046","47960950067897","MAGAZINE LUIZA","AVENIDA MARECHAL TITO","SP, SAO PAULO, SAO MIGUEL PAULISTA, AVENIDA MARECHAL TITO, MAGAZINE LUIZA S/A",-23.4934872,-46.4415717
"368","MAGAZINE LUIZA S/A","MAGAZINE LUIZA","08","RUA","DIREITA","247","","CENTRO","01002001","SP","7107","SAO PAULO","2046","47960950067978","MAGAZINE LUIZA","RUA DIREITA","SP, SAO PAULO, CENTRO, RUA DIREITA, MAGAZINE LUIZA S/A",-23.520028,-46.6134024
"369","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","CAPITAO THIAGO LUZ","121","125","SANTO AMARO","04751010","SP","7107","SAO PAULO","2046","47960950070928","MAGAZINE LUIZA","RUA CAPITAO THIAGO LUZ","SP, SAO PAULO, SANTO AMARO, RUA CAPITAO THIAGO LUZ, MAGAZINE LUIZA S/A",-23.6527523,-46.7068986
"370","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","ROTARY","624","LUC 1030                  PISO L1                   SAO BERNARDO PLAZA        SHOPPING","CENTRO","09721000","SP","7075","SAO BERNARDO DO CAMPO","2046","47960950088894","MAGAZINE LUIZA","AVENIDA ROTARY","SP, SAO BERNARDO DO CAMPO, CENTRO, AVENIDA ROTARY, MAGAZINE LUIZA S/A",-23.7235737,-46.5433956
"371","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","DOUTOR ANTONIO MARIA LAET","566","SALAO COMERCIAL           L48.S                     PLATAFORMA SHOPPING       METRO TUCURUVI","PARADA INGLESA","02240000","SP","7107","SAO PAULO","2046","47960950089009","MAGAZINE LUIZA","AVENIDA DOUTOR ANTONIO MARIA LAET","SP, SAO PAULO, PARADA INGLESA, AVENIDA DOUTOR ANTONIO MARIA LAET, MAGAZINE LUIZA S/A",-23.4797237,-46.6024538
"372","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","ESTRADA","DAS LAGRIMAS","2056","","IPIRANGA","04232000","SP","7107","SAO PAULO","2046","47960950090104","MAGAZINE LUIZA","ESTRADA DAS LAGRIMAS","SP, SAO PAULO, IPIRANGA, ESTRADA DAS LAGRIMAS, MAGAZINE LUIZA S/A",-23.5993605,-46.6009093
"373","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","MARIA PRESTES MAIA","300","ANDAR 6                         PREDIO 1                  CENTRO EMP. TIETE","VILA GUILHERME","02047000","SP","7107","SAO PAULO","2046","47960950091682","MAGAZINE LUIZA","RUA MARIA PRESTES MAIA","SP, SAO PAULO, VILA GUILHERME, RUA MARIA PRESTES MAIA, MAGAZINE LUIZA S/A",-23.520028,-46.6134024
"374","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","RUI BARBOSA","518","LOJA: 004;","CENTRO","06311000","SP","6313","CARAPICUIBA","2046","47960950096056","MAGAZINE LUIZA","AVENIDA RUI BARBOSA","SP, CARAPICUIBA, CENTRO, AVENIDA RUI BARBOSA, MAGAZINE LUIZA S/A",-23.5202834,-46.8353706
"375","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","ESTRADA","KIZAEMON TAKEUTI","3110","","PARQUE SAO JOAQUIM","06775003","SP","7157","TABOAO DA SERRA","2046","47960950096218","MAGAZINE LUIZA","ESTRADA KIZAEMON TAKEUTI","SP, TABOAO DA SERRA, PARQUE SAO JOAQUIM, ESTRADA KIZAEMON TAKEUTI, MAGAZINE LUIZA S/A",-23.6412303,-46.8043844
"376","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","ITABERABA","2023","","ITABERABA","02739000","SP","7107","SAO PAULO","2046","47960950102714","MAGAZINE LUIZA","AVENIDA ITABERABA","SP, SAO PAULO, ITABERABA, AVENIDA ITABERABA, MAGAZINE LUIZA S/A",-23.4848678,-46.6917654
"377","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","SAO JOAO BATISTA","55","","RUDGE RAMOS","09635000","SP","7075","SAO BERNARDO DO CAMPO","2046","47960950107350","MAGAZINE LUIZA","AVENIDA SAO JOAO BATISTA","SP, SAO BERNARDO DO CAMPO, RUDGE RAMOS, AVENIDA SAO JOAO BATISTA, MAGAZINE LUIZA S/A",-23.6536068,-46.5717684
"378","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","PRESIDENTE CASTELO BRANCO","1057","","JARDIM ZAIRA","09320795","SP","6689","MAUA","2046","47960950107511","MAGAZINE LUIZA","AVENIDA PRESIDENTE CASTELO BRANCO","SP, MAUA, JARDIM ZAIRA, AVENIDA PRESIDENTE CASTELO BRANCO, MAGAZINE LUIZA S/A",-23.6553296,-46.4477448
"379","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","ITINGUCU","1637","","VILA RE","03658011","SP","7107","SAO PAULO","2046","47960950108917","MAGAZINE LUIZA","RUA ITINGUCU","SP, SAO PAULO, VILA RE, RUA ITINGUCU, MAGAZINE LUIZA S/A",-23.5278492,-46.4999062
"380","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","08","AVENIDA","CONSELHEIRO CARRAO","1912","1916                      1918                      1924","VILA CARRAO","03402001","SP","7107","SAO PAULO","2046","47960950112604","MAGAZINE LUIZA","AVENIDA CONSELHEIRO CARRAO","SP, SAO PAULO, VILA CARRAO, AVENIDA CONSELHEIRO CARRAO, MAGAZINE LUIZA S/A",-23.5675522,-46.5426904
"381","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","SAO MIGUEL","4503","E 4505","PARQUE BOTURUSSU","03871100","SP","7107","SAO PAULO","2046","47960950117231","MAGAZINE LUIZA","AVENIDA SAO MIGUEL","SP, SAO PAULO, PARQUE BOTURUSSU, AVENIDA SAO MIGUEL, MAGAZINE LUIZA S/A",-23.507274,-46.4899571
"382","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","RUA","MAJOR TELLES","102","","CENTRO","06850001","SP","6545","ITAPECERICA DA SERRA","2046","47960950117584","MAGAZINE LUIZA","RUA MAJOR TELLES","SP, ITAPECERICA DA SERRA, CENTRO, RUA MAJOR TELLES, MAGAZINE LUIZA S/A",-23.717433,-46.850726
"383","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","REGENTE FEIJO 1739","1739","HIPERMERCADO BLOCO B      ALA A","VILA REGENTE FEIJO","03342900","SP","7107","SAO PAULO","2046","47960950117746","MAGAZINE LUIZA","AVENIDA REGENTE FEIJO 1739","SP, SAO PAULO, VILA REGENTE FEIJO, AVENIDA REGENTE FEIJO 1739, MAGAZINE LUIZA S/A",-23.5614014,-46.560424
"384","MAGAZINE LUIZA S/A","MAGAZINE LUIZA S/A","02","AVENIDA","PROFESSOR CELESTINO BOURROUL","151","ALA A","LIMAO","02710000","SP","7107","SAO PAULO","2046","47960950117827","MAGAZINE LUIZA","AVENIDA PROFESSOR CELESTINO BOURROUL","SP, SAO PAULO, LIMAO, AVENIDA PROFESSOR CELESTINO BOURROUL, MAGAZINE LUIZA S/A",-23.5062992,-46.6728348
"385","CASA BAHIA COMERCIAL LTDA.","","02","AVENIDA","CONDE FRANCISCO MATARAZZO","100","R.JOAO PESSOA 83","CENTRO","09520900","SP","7077","SAO CAETANO DO SUL","2062","59291534000167","CASA BAHIA","AVENIDA CONDE FRANCISCO MATARAZZO","SP, SAO CAETANO DO SUL, CENTRO, AVENIDA CONDE FRANCISCO MATARAZZO, CASA BAHIA COMERCIAL LTDA.",-23.6107157,-46.5707276
"386","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","DR. FRANCISCO MESQUITA","1000","AREA COMERCIAL ANCORA O E FUNDOS C P S CENTER","QTA PAINEIRA","03153001","SP","7107","SAO PAULO","2062","59291534000248","CASA BAHIA","AVENIDA DR. FRANCISCO MESQUITA","SP, SAO PAULO, QTA PAINEIRA, AVENIDA DR. FRANCISCO MESQUITA, CASA BAHIA COMERCIAL LTDA.",-23.5926456,-46.5866563
"387","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA FILIAL 3","08","AVENIDA","CDE FRANCISCO MATARAZZO","307","","CENTRO","09520120","SP","7077","SAO CAETANO DO SUL","2062","59291534000400","CASA BAHIA","AVENIDA CDE FRANCISCO MATARAZZO","SP, SAO CAETANO DO SUL, CENTRO, AVENIDA CDE FRANCISCO MATARAZZO, CASA BAHIA COMERCIAL LTDA.",-23.6107157,-46.5707276
"388","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA FILIAL 7","08","RUA","BARALDI","670","","CENTRO","09510005","SP","7077","SAO CAETANO DO SUL","2062","59291534000833","CASA BAHIA","RUA BARALDI","SP, SAO CAETANO DO SUL, CENTRO, RUA BARALDI, CASA BAHIA COMERCIAL LTDA.",-23.611766,-46.570502
"389","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","02","RUA","ALZIRA","278","","VILA MARINA","09920720","SP","6377","DIADEMA","2062","59291534001058","CASA BAHIA","RUA ALZIRA","SP, DIADEMA, VILA MARINA, RUA ALZIRA, CASA BAHIA COMERCIAL LTDA.",-23.6917606,-46.6232913
"390","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","LUIS BALDINATO","S/N","LS 33-36 R P J E B","JD SONIA REGINA","04935100","SP","7107","SAO PAULO","2062","59291534001139","CASA BAHIA","RUA LUIS BALDINATO","SP, SAO PAULO, JD SONIA REGINA, RUA LUIS BALDINATO, CASA BAHIA COMERCIAL LTDA.",-23.6841667,-46.7694444
"391","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA FILIAL 13","08","RUA","TEODORO SAMPAIO","2522","","PINHEIROS","05406200","SP","7107","SAO PAULO","2062","59291534001481","CASA BAHIA","RUA TEODORO SAMPAIO","SP, SAO PAULO, PINHEIROS, RUA TEODORO SAMPAIO, CASA BAHIA COMERCIAL LTDA.",-23.566195,-46.692176
"392","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA FILIAL 14","08","RUA","GENERAL GLICERIO","140","152-C. SALES 27/37/41","CENTRO","09015190","SP","7057","SANTO ANDRE","2062","59291534001562","CASA BAHIA","RUA GENERAL GLICERIO","SP, SANTO ANDRE, CENTRO, RUA GENERAL GLICERIO, CASA BAHIA COMERCIAL LTDA.",-23.6546822,-46.5278752
"393","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","FAUSTOLO","620","","AGUA BRANCA","05041000","SP","7107","SAO PAULO","2062","59291534001643","CASA BAHIA","RUA FAUSTOLO","SP, SAO PAULO, AGUA BRANCA, RUA FAUSTOLO, CASA BAHIA COMERCIAL LTDA.",-23.5209502,-46.7022264
"394","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","TABOAO","3990","","VILA LUZIA","09657000","SP","7075","SAO BERNARDO DO CAMPO","2062","59291534001805","CASA BAHIA","AVENIDA TABOAO","SP, SAO BERNARDO DO CAMPO, VILA LUZIA, AVENIDA TABOAO, CASA BAHIA COMERCIAL LTDA.",-23.664154,-46.607631
"395","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","MARECHAL DEODORO","1381","1387","CENTRO","09710012","SP","7075","SAO BERNARDO DO CAMPO","2062","59291534001996","CASA BAHIA","RUA MARECHAL DEODORO","SP, SAO BERNARDO DO CAMPO, CENTRO, RUA MARECHAL DEODORO, CASA BAHIA COMERCIAL LTDA.",-23.70688,-46.551053
"396","CASA BAHIA COMERCIAL LTDA.","CASA BAHIA FILIAL 20","08","AVENIDA","CONDE FRANC. MATARAZZO","537","1 ANDAR","FUNDACAO","09520120","SP","7077","SAO CAETANO DO SUL","2062","59291534002100","CASA BAHIA","AVENIDA CONDE FRANC. MATARAZZO","SP, SAO CAETANO DO SUL, FUNDACAO, AVENIDA CONDE FRANC. MATARAZZO, CASA BAHIA COMERCIAL LTDA.",-23.6118105,-46.5739484
"397","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA FILIAL 21","08","AVENIDA","GOIAS","459","483","SANTO ANTONIO","09521310","SP","7077","SAO CAETANO DO SUL","2062","59291534002291","CASA BAHIA","AVENIDA GOIAS","SP, SAO CAETANO DO SUL, SANTO ANTONIO, AVENIDA GOIAS, CASA BAHIA COMERCIAL LTDA.",-23.611766,-46.570502
"398","CASA BAHIA COMERCIAL LTDA.","","08","PRACA","OITO DE SETEMBRO","58","68 74 E 76","PENHA","03606030","SP","7107","SAO PAULO","2062","59291534002534","CASA BAHIA","PRACA OITO DE SETEMBRO","SP, SAO PAULO, PENHA, PRACA OITO DE SETEMBRO, CASA BAHIA COMERCIAL LTDA.",-23.5241048,-46.5481481
"399","CASA BAHIA COMERCIAL LTDA.","CASA BAHIA FILIAL 02","08","PRACA","PRESIDENTE CASTELO BRANCO","235","251 E 261","CENTRO","09911130","SP","6377","DIADEMA","2062","59291534002615","CASA BAHIA","PRACA PRESIDENTE CASTELO BRANCO","SP, DIADEMA, CENTRO, PRACA PRESIDENTE CASTELO BRANCO, CASA BAHIA COMERCIAL LTDA.",-23.6869463,-46.624356
"400","CASA BAHIA COMERCIAL LTDA.","CASA BAHIA FILIAL 09","08","RUA","MARECHAL DEODORO","987","1001/1005","CENTRO","09710011","SP","7075","SAO BERNARDO DO CAMPO","2062","59291534002704","CASA BAHIA","RUA MARECHAL DEODORO","SP, SAO BERNARDO DO CAMPO, CENTRO, RUA MARECHAL DEODORO, CASA BAHIA COMERCIAL LTDA.",-23.70688,-46.551053
