"","razao_social","nome_fantasia","situacao_cadastral","descricao_tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","codigo_municipio","municipio","codigo_natureza_juridica","cnpj","tipo","endereco","localizacao","lat","lon"
"78","NOVA CASA BAHIA S/A","","08","AVENIDA","JOSE PINHEIRO BORGES","S/N","SHOPPING METRO            ITAQUERA, PAVIMENTO       TERREO, LOJAS 129         130","ITAQUERA","08220900","SP","7107","SAO PAULO","2054","10757237046914","CASA BAHIA","AVENIDA JOSE PINHEIRO BORGES","SP, SAO PAULO, ITAQUERA, AVENIDA JOSE PINHEIRO BORGES, NOVA CASA BAHIA S/A",-23.5402917,-46.4701598
"79","NOVA CASA BAHIA S/A","","08","RUA","DA MOOCA","2480","E 2486 RUA OLIMPIO        PORTUGAL 223","MOOCA","03104002","SP","7107","SAO PAULO","2054","10757237047058","CASA BAHIA","RUA DA MOOCA","SP, SAO PAULO, MOOCA, RUA DA MOOCA, NOVA CASA BAHIA S/A",-23.5555014,-46.6010112
"80","NOVA CASA BAHIA S/A","","08","AVENIDA","WALDEMAR CARLOS PEREIRA","1151","RUA PARANHOS  289 E       291A","VILA TALARICO","03533003","SP","7107","SAO PAULO","2054","10757237047139","CASA BAHIA","AVENIDA WALDEMAR CARLOS PEREIRA","SP, SAO PAULO, VILA TALARICO, AVENIDA WALDEMAR CARLOS PEREIRA, NOVA CASA BAHIA S/A",-23.5448134,-46.5153598
"81","NOVA CASA BAHIA S/A","","08","AVENIDA","NORDESTINA","1438","","SAO MIGUEL PAULISTA","08021000","SP","7107","SAO PAULO","2054","10757237047210","CASA BAHIA","AVENIDA NORDESTINA","SP, SAO PAULO, SAO MIGUEL PAULISTA, AVENIDA NORDESTINA, NOVA CASA BAHIA S/A",-23.4949745,-46.4374606
"82","NOVA CASA BAHIA S/A","","08","AVENIDA","CONSELHEIRO CARRAO","2260","2262,2270 E 2276          RUA DOUTOR JORGE          VEIGA 42 E 50","CHACARA CALIFORNIA","03402002","SP","7107","SAO PAULO","2054","10757237047309","CASA BAHIA","AVENIDA CONSELHEIRO CARRAO","SP, SAO PAULO, CHACARA CALIFORNIA, AVENIDA CONSELHEIRO CARRAO, NOVA CASA BAHIA S/A",-23.5479741,-46.5396377
"83","NOVA CASA BAHIA S/A","","08","AVENIDA","DR. FRANCISCO MESQUITA","1000","AREA COML, ANCORA O,FUNDOSCENTRAL PLAZA SHOP.       CENTER","QUINTA DA PAINEIRA","03153001","SP","7107","SAO PAULO","2054","10757237047481","CASA BAHIA","AVENIDA DR. FRANCISCO MESQUITA","SP, SAO PAULO, QUINTA DA PAINEIRA, AVENIDA DR. FRANCISCO MESQUITA, NOVA CASA BAHIA S/A",-23.5926456,-46.5866563
"84","NOVA CASA BAHIA S/A","","08","PRACA","8 DE SETEMBRO","58","68,74 E 76                R DR. JOAO RIBEIRO,       275","PENHA","03606030","SP","7107","SAO PAULO","2054","10757237047562","CASA BAHIA","PRACA 8 DE SETEMBRO","SP, SAO PAULO, PENHA, PRACA 8 DE SETEMBRO, NOVA CASA BAHIA S/A",-23.5241048,-46.5481481
"85","NOVA CASA BAHIA S/A","","08","AVENIDA","MATEO BEI","3083","R ELISIO FERREIRA         390 E 400","SAO MATEHUS","03949013","SP","7107","SAO PAULO","2054","10757237047643","CASA BAHIA","AVENIDA MATEO BEI","SP, SAO PAULO, SAO MATEHUS, AVENIDA MATEO BEI, NOVA CASA BAHIA S/A",-23.6088196,-46.4770926
"86","NOVA CASA BAHIA S/A","","08","AVENIDA","MARECHAL TITO","413","683                       R MIGUEL ANGELO           LAPENA, 40/48","SAO MIGUEL PAULISTA","08010090","SP","7107","SAO PAULO","2054","10757237047724","CASA BAHIA","AVENIDA MARECHAL TITO","SP, SAO PAULO, SAO MIGUEL PAULISTA, AVENIDA MARECHAL TITO, NOVA CASA BAHIA S/A",-23.4947993,-46.4387798
"87","NOVA CASA BAHIA S/A","","08","RUA","DOUTOR FELICE BUSCAGLIA","654","","SAO MATEUS","03963080","SP","7107","SAO PAULO","2054","10757237047805","CASA BAHIA","RUA DOUTOR FELICE BUSCAGLIA","SP, SAO PAULO, SAO MATEUS, RUA DOUTOR FELICE BUSCAGLIA, NOVA CASA BAHIA S/A",-23.6088196,-46.4770926
"88","NOVA CASA BAHIA S/A","","08","AVENIDA","SAPOPEMBA","8491","","JARDIM ADUTORA","03988010","SP","7107","SAO PAULO","2054","10757237047996","CASA BAHIA","AVENIDA SAPOPEMBA","SP, SAO PAULO, JARDIM ADUTORA, AVENIDA SAPOPEMBA, NOVA CASA BAHIA S/A",-23.5985699,-46.5185509
"89","NOVA CASA BAHIA S/A","","08","AVENIDA","DO ORATORIO","2265","2301","PARQUE SAO LUCAS","03221100","SP","7107","SAO PAULO","2054","10757237048020","CASA BAHIA","AVENIDA DO ORATORIO","SP, SAO PAULO, PARQUE SAO LUCAS, AVENIDA DO ORATORIO, NOVA CASA BAHIA S/A",-23.5920264,-46.5471762
"90","NOVA CASA BAHIA S/A","","08","AVENIDA","SAPOPEMBA","3681","3691","VILA REGENTE FEIJO","03345001","SP","7107","SAO PAULO","2054","10757237048100","CASA BAHIA","AVENIDA SAPOPEMBA","SP, SAO PAULO, VILA REGENTE FEIJO, AVENIDA SAPOPEMBA, NOVA CASA BAHIA S/A",-23.575045,-46.553787
"91","NOVA CASA BAHIA S/A","","08","AVENIDA","PARANAGUA","1477","1681,1687 E 1701","VILA PARANAGUA","03806010","SP","7107","SAO PAULO","2054","10757237048291","CASA BAHIA","AVENIDA PARANAGUA","SP, SAO PAULO, VILA PARANAGUA, AVENIDA PARANAGUA, NOVA CASA BAHIA S/A",-23.4920228,-46.4790122
"92","NOVA CASA BAHIA S/A","","08","ESTRADA","DO LAGEADO VELHO","681","683, R RIBEIRAO DAS       FURNAS, 120","GUAIANAZES","08451000","SP","7107","SAO PAULO","2054","10757237048372","CASA BAHIA","ESTRADA DO LAGEADO VELHO","SP, SAO PAULO, GUAIANAZES, ESTRADA DO LAGEADO VELHO, NOVA CASA BAHIA S/A",-23.5358106,-46.4028469
"93","NOVA CASA BAHIA S/A","","08","RUA","ITINGUCU","1879","","VILA RE","03658011","SP","7107","SAO PAULO","2054","10757237048453","CASA BAHIA","RUA ITINGUCU","SP, SAO PAULO, VILA RE, RUA ITINGUCU, NOVA CASA BAHIA S/A",-23.5289013,-46.497901
"94","NOVA CASA BAHIA S/A","","08","AVENIDA","RANGEL PESTANA","2163","SALAS 15/18 E 33/36,      2169, 2173 E 2175","BRAS","03001000","SP","7107","SAO PAULO","2054","10757237048534","CASA BAHIA","AVENIDA RANGEL PESTANA","SP, SAO PAULO, BRAS, AVENIDA RANGEL PESTANA, NOVA CASA BAHIA S/A",-23.5416306,-46.6147407
"95","NOVA CASA BAHIA S/A","","08","AVENIDA","ARICANDUVA","5555","ARCOS 01,02,03,04         05,06,07,08,09,09-A       E 009-B, ANCORA B DO      SHOPPING CENTER           LESTE","VILA ARICANDUVA","03527000","SP","7107","SAO PAULO","2054","10757237048615","CASA BAHIA","AVENIDA ARICANDUVA","SP, SAO PAULO, VILA ARICANDUVA, AVENIDA ARICANDUVA, NOVA CASA BAHIA S/A",-23.5448134,-46.5153598
"96","NOVA CASA BAHIA S/A","","08","RUA","MACIEL MONTEIRO","304","R DESEMBARGADOR           ROCHA PORTELA,821","ARTHUR ALVIM","03566000","SP","7107","SAO PAULO","2054","10757237048704","CASA BAHIA","RUA MACIEL MONTEIRO","SP, SAO PAULO, ARTHUR ALVIM, RUA MACIEL MONTEIRO, NOVA CASA BAHIA S/A",-23.5384788,-46.4906158
"97","NOVA CASA BAHIA S/A","","08","ESTRADA","DO CAMPO LIMPO","4162","4172 E 4182","CAMPO LIMPO","05787000","SP","7107","SAO PAULO","2054","10757237049425","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, CAMPO LIMPO, ESTRADA DO CAMPO LIMPO, NOVA CASA BAHIA S/A",-23.6275,-46.7666667
"98","NOVA CASA BAHIA S/A","","08","AVENIDA","NACOES UNIDAS","22540","SETOR 04, LOJA AC -       04 SHOPPING SP            MARKET CENTER","VILA ALMEIDA","04795000","SP","7107","SAO PAULO","2054","10757237049506","CASA BAHIA","AVENIDA NACOES UNIDAS","SP, SAO PAULO, VILA ALMEIDA, AVENIDA NACOES UNIDAS, NOVA CASA BAHIA S/A",-23.6794155,-46.6972778
"99","NOVA CASA BAHIA S/A","","08","ESTRADA","DO CAMPO LIMPO","459","EUC N A02/247/            248 PISO CARLOS           CALDEIRA, SHOPPING        CENTER CAMPO              LIMPO","CAMPO LIMPO","05777001","SP","7107","SAO PAULO","2054","10757237049697","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, CAMPO LIMPO, ESTRADA DO CAMPO LIMPO, NOVA CASA BAHIA S/A",-23.6275,-46.7666667
"100","NOVA CASA BAHIA S/A","","08","AVENIDA","IBIRAPUERA","3103","SHOPPING CENTER           IBIRAPUERA, SUC 34        PISOS IBIRAPUERA E        CAMPO BELO E SUCS         35 E 139 PISO             JURUPIS","INDIANOPOLIS","04029200","SP","7107","SAO PAULO","2054","10757237049778","CASA BAHIA","AVENIDA IBIRAPUERA","SP, SAO PAULO, INDIANOPOLIS, AVENIDA IBIRAPUERA, NOVA CASA BAHIA S/A",-23.5175579,-46.5877787
"101","NOVA CASA BAHIA S/A","","08","AVENIDA","DONA BELMIRA MARIN","891","895 E 899 RUA ARTUR       SARAIVA BARBOZA 51        E 51A","PARQUE AMERICA","04846010","SP","7107","SAO PAULO","2054","10757237049859","CASA BAHIA","AVENIDA DONA BELMIRA MARIN","SP, SAO PAULO, PARQUE AMERICA, AVENIDA DONA BELMIRA MARIN, NOVA CASA BAHIA S/A",-23.7381186,-46.6919272
"102","NOVA CASA BAHIA S/A","","08","AVENIDA","CUPECE","3036","3042","JARDIM PRUDENCIA","04366000","SP","7107","SAO PAULO","2054","10757237049930","CASA BAHIA","AVENIDA CUPECE","SP, SAO PAULO, JARDIM PRUDENCIA, AVENIDA CUPECE, NOVA CASA BAHIA S/A",-23.6664981,-46.6560924
"103","NOVA CASA BAHIA S/A","","08","ESTRADA","DO CAMPO LIMPO","3935","","PIRAJUSSARA","05787000","SP","7107","SAO PAULO","2054","10757237050008","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, PIRAJUSSARA, ESTRADA DO CAMPO LIMPO, NOVA CASA BAHIA S/A",-23.6275,-46.7666667
"104","NOVA CASA BAHIA S/A","","08","ESTRADA","DE ITAPECERICA","8880","RUA TRIBO DOS ACRAS       350,352 E 354","PARQUE FERNANDA","05858002","SP","7107","SAO PAULO","2054","10757237050199","CASA BAHIA","ESTRADA DE ITAPECERICA","SP, SAO PAULO, PARQUE FERNANDA, ESTRADA DE ITAPECERICA, NOVA CASA BAHIA S/A",-23.6847071,-46.7998949
"105","NOVA CASA BAHIA S/A","","08","LARGO","TREZE DE MAIO","304","308, R DESEMBARGADOR      BANDEIRA DE MELO, 19      21 E 29","SANTO AMARO","04751000","SP","7107","SAO PAULO","2054","10757237050270","CASA BAHIA","LARGO TREZE DE MAIO","SP, SAO PAULO, SANTO AMARO, LARGO TREZE DE MAIO, NOVA CASA BAHIA S/A",-23.6541674,-46.7065596
"106","NOVA CASA BAHIA S/A","","08","AVENIDA","GASPAR DE BRITO","88","96, AV YERVANT            KISSAJIKIAN, 1730","VILA JOANIZA","04403110","SP","7107","SAO PAULO","2054","10757237050350","CASA BAHIA","AVENIDA GASPAR DE BRITO","SP, SAO PAULO, VILA JOANIZA, AVENIDA GASPAR DE BRITO, NOVA CASA BAHIA S/A",-23.674255,-46.663801
"107","NOVA CASA BAHIA S/A","","08","ALAMEDA","SANTO AMARO","180","194,                      R SUZANA RODRIGUES        350 E 364","SANTO AMARO","04745001","SP","7107","SAO PAULO","2054","10757237050431","CASA BAHIA","ALAMEDA SANTO AMARO","SP, SAO PAULO, SANTO AMARO, ALAMEDA SANTO AMARO, NOVA CASA BAHIA S/A",-23.6553825,-46.7072092
"108","NOVA CASA BAHIA S/A","","08","AVENIDA","INTERLAGOS","2255","LOJA  ANCORA B                  SHOPPING INTERLAGOS","JARDIM UMUARAMA","04661200","SP","7107","SAO PAULO","2054","10757237050512","CASA BAHIA","AVENIDA INTERLAGOS","SP, SAO PAULO, JARDIM UMUARAMA, AVENIDA INTERLAGOS, NOVA CASA BAHIA S/A",-23.6755818,-46.6761127
"109","NOVA CASA BAHIA S/A","","08","RUA","SILVA BUENO","2153","R DO MANIFESTO            2718","IPIRANGA","04208052","SP","7107","SAO PAULO","2054","10757237050601","CASA BAHIA","RUA SILVA BUENO","SP, SAO PAULO, IPIRANGA, RUA SILVA BUENO, NOVA CASA BAHIA S/A",-23.59753,-46.600357
"110","NOVA CASA BAHIA S/A","","08","RUA","SILVA BUENO","2452","2458, 2462 E 2464         R ARROIO HONDO, 25        27, 35, 37, 47 E 49","IPIRANGA","04208002","SP","7107","SAO PAULO","2054","10757237050784","CASA BAHIA","RUA SILVA BUENO","SP, SAO PAULO, IPIRANGA, RUA SILVA BUENO, NOVA CASA BAHIA S/A",-23.59753,-46.600357
"111","NOVA CASA BAHIA S/A","","08","RUA","DOMINGOS DE MORAIS","2564","SALOES COML. 9S/10S/      19T E L2E DO SHOP.        METRO SANTA CRUZ","VILA MARIANA","04036100","SP","7107","SAO PAULO","2054","10757237050865","CASA BAHIA","RUA DOMINGOS DE MORAIS","SP, SAO PAULO, VILA MARIANA, RUA DOMINGOS DE MORAIS, NOVA CASA BAHIA S/A",-23.5994752,-46.6369746
"112","NOVA CASA BAHIA S/A","","08","PRACA","FLORIANO PEIXOTO","112","122","SANTO AMARO","04751030","SP","7107","SAO PAULO","2054","10757237050946","CASA BAHIA","PRACA FLORIANO PEIXOTO","SP, SAO PAULO, SANTO AMARO, PRACA FLORIANO PEIXOTO, NOVA CASA BAHIA S/A",-23.6517049,-46.7072146
"113","NOVA CASA BAHIA S/A","","08","PRACA","LEONOR KAUPA","100","ARCOS 242/243, 1 PAV      E 341/343 NO 2 PAV        SHOP. CENT PLAZA SUL","JARDIM DA SAUDE","04151100","SP","7107","SAO PAULO","2054","10757237051080","CASA BAHIA","PRACA LEONOR KAUPA","SP, SAO PAULO, JARDIM DA SAUDE, PRACA LEONOR KAUPA, NOVA CASA BAHIA S/A",-23.6202801,-46.626839
"114","NOVA CASA BAHIA S/A","","08","RUA","ERNEST RENAN","1032","","PARAISOPOLIS","05659020","SP","7107","SAO PAULO","2054","10757237051160","CASA BAHIA","RUA ERNEST RENAN","SP, SAO PAULO, PARAISOPOLIS, RUA ERNEST RENAN, NOVA CASA BAHIA S/A",-23.6140113,-46.7244494
"115","NOVA CASA BAHIA S/A","","08","AVENIDA","ROBERT KENNEDY","2207","","SOCORRO","04772003","SP","7107","SAO PAULO","2054","10757237051241","CASA BAHIA","AVENIDA ROBERT KENNEDY","SP, SAO PAULO, SOCORRO, AVENIDA ROBERT KENNEDY, NOVA CASA BAHIA S/A",-23.7069459,-46.5756494
"116","NOVA CASA BAHIA S/A","","08","RUA","JOAQUIM NABUCO","176","","BROOKLIN PAULISTA","04621001","SP","7107","SAO PAULO","2054","10757237051322","CASA BAHIA","RUA JOAQUIM NABUCO","SP, SAO PAULO, BROOKLIN PAULISTA, RUA JOAQUIM NABUCO, NOVA CASA BAHIA S/A",-23.6243195,-46.6838323
"117","NOVA CASA BAHIA S/A","","08","RODOVIA","RAPOSO TAVARES","S/N","KM 14,5                   RAPOSO SHOPPING           SUC 126/127, PISO 01","JARDIM BOA VISTA","05576100","SP","7107","SAO PAULO","2054","10757237051403","CASA BAHIA","RODOVIA RAPOSO TAVARES","SP, SAO PAULO, JARDIM BOA VISTA, RODOVIA RAPOSO TAVARES, NOVA CASA BAHIA S/A",-23.5880266,-46.7509089
"118","NOVA CASA BAHIA S/A","","08","AVENIDA","DO RIO PEQUENO","1158","","RIO PEQUENO","05379000","SP","7107","SAO PAULO","2054","10757237051594","CASA BAHIA","AVENIDA DO RIO PEQUENO","SP, SAO PAULO, RIO PEQUENO, AVENIDA DO RIO PEQUENO, NOVA CASA BAHIA S/A",-23.5680556,-46.7561111
"119","NOVA CASA BAHIA S/A","","08","ESTRADA","DE ITAPECERICA","3880","","VILA PREL","05835004","SP","7107","SAO PAULO","2054","10757237051675","CASA BAHIA","ESTRADA DE ITAPECERICA","SP, SAO PAULO, VILA PREL, ESTRADA DE ITAPECERICA, NOVA CASA BAHIA S/A",-23.6492754,-46.7570873
"120","NOVA CASA BAHIA S/A","","08","AVENIDA","XV DE NOVEMBRO","16","26 (FUNDOS)               R HENRIQUE SOTER          FERNANDES, 25","CENTRO","06850100","SP","6545","ITAPECERICA DA SERRA","2054","10757237052566","CASA BAHIA","AVENIDA XV DE NOVEMBRO","SP, ITAPECERICA DA SERRA, CENTRO, AVENIDA XV DE NOVEMBRO, NOVA CASA BAHIA S/A",-23.7162054,-46.8495242
"121","NOVA CASA BAHIA S/A","","08","AVENIDA","RUI BARBOSA","482","494","CENTRO","06311000","SP","6313","CARAPICUIBA","2054","10757237052647","CASA BAHIA","AVENIDA RUI BARBOSA","SP, CARAPICUIBA, CENTRO, AVENIDA RUI BARBOSA, NOVA CASA BAHIA S/A",-23.5204024,-46.8350259
"122","NOVA CASA BAHIA S/A","","08","AVENIDA","GENERAL VALDOMIRO DE LIMA","43","","JABAQUARA","04344070","SP","7107","SAO PAULO","2054","10757237053619","CASA BAHIA","AVENIDA GENERAL VALDOMIRO DE LIMA","SP, SAO PAULO, JABAQUARA, AVENIDA GENERAL VALDOMIRO DE LIMA, NOVA CASA BAHIA S/A",-23.6091335,-46.5712175
"123","NOVA CASA BAHIA S/A","","08","AVENIDA","JABAQUARA","452","458,462,464,466 E         470","MIRANDOPOLIS","04046000","SP","7107","SAO PAULO","2054","10757237053708","CASA BAHIA","AVENIDA JABAQUARA","SP, SAO PAULO, MIRANDOPOLIS, AVENIDA JABAQUARA, NOVA CASA BAHIA S/A",-23.6080853,-46.6382326
"124","NOVA CASA BAHIA S/A","","08","AVENIDA","DONA BELMIRA MARIN","646","E 656","PARQUE BRASIL","04846000","SP","7107","SAO PAULO","2054","10757237053880","CASA BAHIA","AVENIDA DONA BELMIRA MARIN","SP, SAO PAULO, PARQUE BRASIL, AVENIDA DONA BELMIRA MARIN, NOVA CASA BAHIA S/A",-23.7367325,-46.6942109
"125","NOVA CASA BAHIA S/A","","08","AVENIDA","PINEDO","325","","SOCORRO","04764001","SP","7107","SAO PAULO","2054","10757237053961","CASA BAHIA","AVENIDA PINEDO","SP, SAO PAULO, SOCORRO, AVENIDA PINEDO, NOVA CASA BAHIA S/A",-23.6699431,-46.7146725
"126","NOVA CASA BAHIA S/A","","08","RUA","RUBENS DE OLIVEIRA","15","412 E 418, LOTES 12,      13,14 E 15, QUADRA        25","PARQUE COCAIA","04849210","SP","7107","SAO PAULO","2054","10757237054003","CASA BAHIA","RUA RUBENS DE OLIVEIRA","SP, SAO PAULO, PARQUE COCAIA, RUA RUBENS DE OLIVEIRA, NOVA CASA BAHIA S/A",-23.7432059,-46.6649329
"127","NOVA CASA BAHIA S/A","","08","PRACA","MARECHAL FLORIANO PEIXOTO","38","A 44 E 50                 R VOLUNTARIO DELMIRO      SAMPAIO, 119,131,143      145 E 147","SANTO AMARO","04751030","SP","7107","SAO PAULO","2054","10757237054186","CASA BAHIA","PRACA MARECHAL FLORIANO PEIXOTO","SP, SAO PAULO, SANTO AMARO, PRACA MARECHAL FLORIANO PEIXOTO, NOVA CASA BAHIA S/A",-23.6517049,-46.7072146
"128","NOVA CASA BAHIA S/A","","08","AVENIDA","SENADOR TEOTONIO VILELA","1324","E 1346","CIDADE DUTRA","04801000","SP","7107","SAO PAULO","2054","10757237054771","CASA BAHIA","AVENIDA SENADOR TEOTONIO VILELA","SP, SAO PAULO, CIDADE DUTRA, AVENIDA SENADOR TEOTONIO VILELA, NOVA CASA BAHIA S/A",-23.7132061,-46.6987206
"129","NOVA CASA BAHIA S/A","","08","AVENIDA","COMENDADOR SANT ANNA","1011","1017,1025 E 1029          RUA HENRIQUE IVANO        KAMMERMANN 79","JARDIM SAO JOSE","05866000","SP","7107","SAO PAULO","2054","10757237054852","CASA BAHIA","AVENIDA COMENDADOR SANT ANNA","SP, SAO PAULO, JARDIM SAO JOSE, AVENIDA COMENDADOR SANT ANNA, NOVA CASA BAHIA S/A",-23.6758575,-46.7736702
"130","NOVA CASA BAHIA S/A","","08","RUA","GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA","400",": ESPAÇO COMERCIAL L1.; : 1028, PARQUE ; : SHOPPING BARUERI;","NOVA ALDEINHA","06440180","SP","6213","BARUERI","2054","10757237059730","CASA BAHIA","RUA GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA","SP, BARUERI, NOVA ALDEINHA, RUA GENERAL DE DIVISAO DE PEDRO RODRIGUES DA SILVA, NOVA CASA BAHIA S/A",-23.5156559,-46.8553273
"131","NOVA CASA BAHIA S/A","","08","AVENIDA","JOAO PESSOA","500","","JARDIM UTINGA","09230650","SP","7057","SANTO ANDRE","2054","10757237060070","CASA BAHIA","AVENIDA JOAO PESSOA","SP, SANTO ANDRE, JARDIM UTINGA, AVENIDA JOAO PESSOA, NOVA CASA BAHIA S/A",-23.6276573,-46.533897
"132","NOVA CASA BAHIA S/A","","08","AVENIDA","ALBERT SCHWEITZER (S B MIRIM)","256",": LUC 1079; : PISO L1;","FERRAZOPOLIS","09790000","SP","7075","SAO BERNARDO DO CAMPO","2054","10757237061808","CASA BAHIA","AVENIDA ALBERT SCHWEITZER (S B MIRIM)","SP, SAO BERNARDO DO CAMPO, FERRAZOPOLIS, AVENIDA ALBERT SCHWEITZER (S B MIRIM), NOVA CASA BAHIA S/A",-23.7230308,-46.54147
"133","NOVA CASA BAHIA S/A","","08","RUA","DOMINGOS AGOSTIM","91","LOJA: 5; : SHOPPING TATUAPI ;","CIDADE MAE DO CEU","03306010","SP","7107","SAO PAULO","2054","10757237062103","CASA BAHIA","RUA DOMINGOS AGOSTIM","SP, SAO PAULO, CIDADE MAE DO CEU, RUA DOMINGOS AGOSTIM, NOVA CASA BAHIA S/A",-23.5175579,-46.5877787
"134","NOVA CASA BAHIA S/A","","08","AVENIDA","DOUTOR ANTONIO MARIA LAET","566",": SALAO COMERCIAL; : L 01/T; : SHOPPING METRO ; : TUCURUVI;","PARADA INGLESA","02240000","SP","7107","SAO PAULO","2054","10757237063843","CASA BAHIA","AVENIDA DOUTOR ANTONIO MARIA LAET","SP, SAO PAULO, PARADA INGLESA, AVENIDA DOUTOR ANTONIO MARIA LAET, NOVA CASA BAHIA S/A",-23.4805786,-46.6030965
"135","NOVA CASA BAHIA S/A","","08","ESTRADA","MUNICIPAL ESPIGONAL E ESTRADA M. DO PIRITUBA","S/N",": GLEBA K; GALPAO: 1; : GLEBA D;","DOS FONTES","07400970","SP","6177","ARUJA","2054","10757237064572","CASA BAHIA","ESTRADA MUNICIPAL ESPIGONAL E ESTRADA M. DO PIRITUBA","SP, ARUJA, DOS FONTES, ESTRADA MUNICIPAL ESPIGONAL E ESTRADA M. DO PIRITUBA, NOVA CASA BAHIA S/A",-23.394282,-46.3547977
"136","SANTANDER FUNDO DE INVESTIMENTO COLABORADORES MAGAZINE LUIZA ACOES","","02","AVENIDA","PRESIDENTE JUSCELINO KUBITSCHEK","2041","E 2235 - BLOCO A","VILA OLIMPIA","04543011","SP","7107","SAO PAULO","2224","13199100000130","MAGAZINE LUIZA","AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK","SP, SAO PAULO, VILA OLIMPIA, AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, SANTANDER FUNDO DE INVESTIMENTO COLABORADORES MAGAZINE LUIZA ACOES",-23.5902958,-46.6827465
"137","LOJAS AMERICANAS HOME SHOPPING LTDA","","08","ALAMEDA","ARAGUAIA","3571","PORTAO 09 SLS 5 E 6","AINDUSTRIAL","06436240","SP","6213","BARUERI","2062","29775079000295","LOJAS AMERICANAS","ALAMEDA ARAGUAIA","SP, BARUERI, AINDUSTRIAL, ALAMEDA ARAGUAIA, LOJAS AMERICANAS HOME SHOPPING LTDA",-23.4980212,-46.8478988
"138","LOJAS AMERICANAS S.A.","LOJA 1","02","RUA","DIREITA","151","67","CENTRO","01002001","SP","7107","SAO PAULO","2046","33014556000277","LOJAS AMERICANAS","RUA DIREITA","SP, SAO PAULO, CENTRO, RUA DIREITA, LOJAS AMERICANAS S.A.",-23.5464694,-46.635671
"139","LOJAS AMERICANAS S.A.","LOJA 26","08","RUA","CEL OLIVEIRA LIMA","514","","CENTRO","09010000","SP","7057","SANTO ANDRE","2046","33014556002482","LOJAS AMERICANAS","RUA CEL OLIVEIRA LIMA","SP, SANTO ANDRE, CENTRO, RUA CEL OLIVEIRA LIMA, LOJAS AMERICANAS S.A.",-23.6577407,-46.5280077
